Title,Advertisement No,Date,Download Link
"Tutor General Physiology, General State Service, Class-2",5/2021-22,30-11-2021 12:27 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-05-2021-22.pdf
"Assistant Engineer (Civil), Class-2, (GWSSB)",1/2021-22,29-11-2021 06:23 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-1-202122.pdf
"Executive Engineer (Mechanical), Class-1 (GWSSB)",3/2021-22,29-11-2021 06:23 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-03-2021-22.pdf
"Assistant Engineer (Civil), Class-2, Narmada Water Resources, Water Supply and Kalpsar Department",15/2021-22,29-11-2021 06:21 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-15-2021-22.pdf
"Tutor Prosthodontics and Crown and Bridge, Class-2",9/2021-22,26-11-2021 05:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-09-202122.pdf
"Paediatrician, Class-1, Employees State Insurance Scheme",18/2021-22,24-11-2021 05:04 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-18-2021-22.pdf
"Radiologist, Class-1, Employees State Insurance Scheme",17/2021-22,24-11-2021 05:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-17-2021-22.pdf
"Deputy Director, Employees' State Insurance Scheme, Class-1",16/2021-22,24-11-2021 05:02 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-16-2021-22.pdf
"Tutor Oral and Maxillofacial Surgery, General State Service, Class-2",8/2021-22,18-11-2021 06:48 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-08-202122r.pdf
"Assistant Professor, Infectious Disease  (I.D.), General State Service, Class-1",162/2020-21,18-11-2021 06:45 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-162-202021.pdf
"Tutor General Anatomy, General State Service, Class-2",6/2021-22,15-11-2021 05:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-06-202122.pdf
"Assistant Professor, Emergency Medicine, General State Service, Class-1",75/2020-21,12-11-2021 04:49 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-75-2020-21.pdf
"Assistant Engineer (Mechanical), Class-2 Gujarat Maritime Board (GMB)",20/2021-22,01-11-2021 05:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-20-2021-22.pdf
"Deputy Regional Fire Officer of Gujarat State Fire Prevention Service, Gujarat Fire Service, Class-2, Urban Development and Urban Housing Development",14/2021-22,25-10-2021 05:27 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-14-202122.pdf
Tutor Dental Materials,7/2021-22,25-10-2021 05:26 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-07-202122.pdf
"Superintending Archaeologist, Class-2, General State Service, Sports, Youth and Cultural Activities Department",12/2021-22,18-10-2021 01:36 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-12-202122.pdf
"Tutor Orthodontics and Dento Facial Orthopaedics, General State Service, Class-2",11/2021-22,18-10-2021 01:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-11-2021-22.pdf
"Management Executive (Coal), Class-2, (GMDC)",35/2020-21,05-10-2021 06:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-35-2020-2021.pdf
"Associate Professor/Reader (Homoeopathy) Community Medicine, General State Service, Class-1",84/2020-21,05-10-2021 05:54 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-84-2020-2021.pdf
"Biologist, Class-2, Gandhinagar Municipal Corporation",90/2020-21,05-10-2021 04:05 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-90-202021.pdf
"Research Officer, Gujarat Statistical Service, Class-2",16/2020-21,05-10-2021 04:04 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-16-202021.pdf
"Industries Officer, Class-2, Industries & Mines Department",163/2020-21,05-10-2021 03:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-163-202021.pdf
"Senior Superintendent (Administrative Branch), Gujarat Education Service, Class-2",123/2020-21,05-10-2021 03:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-123-202021.pdf
"Lecturer (Homoeopathy) Practice of Medicine, Class-2, General State Service, Class-2, Government Homoeopathy Colleges",144/2020-21,05-10-2021 11:56 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-144-202021.pdf
"Estate Officer, Class-2, Gandhinagar Municipal Corporation",89/2020-21,05-10-2021 11:53 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-89-202021.pdf
"Senior Drugs Inspector, Class-2, Food and Drugs Control Administration",72/2020-21,04-10-2021 04:43 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-72-2020-21.pdf
"Assistant Engineer (Electrical), Class-2, Gujarat Maritime Board (GMB)",21/2021-22,04-10-2021 04:12 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK_21-202122.pdf
"Joint Director, Agriculture, Class-1",18/2020-21,29-09-2021 05:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-18-2020-21.pdf
"Office Superintendent/Vigilance Officer, Class-3, Gandhinagar Municipal Corporation",99/2020-21,29-09-2021 04:55 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-99-202021.pdf
"Assistant Professor, General Medicine, General State Service, Class-1",151/2020-21,29-09-2021 03:46 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-151-202021.pdf
"Assistant Engineer (Civil), Class-2, Gandhinagar Municipal Corporation",86/2020-21,28-09-2021 05:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-86-2020-2021.pdf
"Assistant Engineer (Electrical), Class-2, Road and Building Department",121/2020-21,28-09-2021 01:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-121-2020-21.pdf
"Public Relation Officer, Class-2, Gandhinagar Municipal Corporation",93/2020-21,27-09-2021 05:12 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-93-202021.pdf
"Designated Officer, Class-2, Gandhinagar Municipal Corporation",91/2020-21,27-09-2021 04:38 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-91-2020-21.pdf
"System Analyst/Senior Programmer, Class-3, Gandhinagar Municipal Corporation",102/2020-21,27-09-2021 03:52 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-102-202021.pdf
"Assistant Labour Officer, Class-3, Gandhinagar Municipal Corporation",100/2020-21,27-09-2021 03:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-100-202021.pdf
"Assistant Professor, Physical Medicine and Rehabilitation, General State Service, Class-1",76/2020-21,27-09-2021 03:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-76-202021.pdf
"Assistant Commissioner, Food and Drugs Control Administration, Class 1",118/2020-21,24-09-2021 04:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-118-202021.pdf
"Joint Commissioner, Food and Drugs Control Administration, Class 1",116/2020-21,22-09-2021 06:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-116-2020-21.pdf
"Sub Fire Officer, Class-3, Gandhinagar Municipal Corporation",109/2020-21,22-09-2021 06:06 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-109-2020-21.pdf
"Health Officer, Class-2, Gandhinagar Municipal Corporation",95/2020-21,22-09-2021 06:05 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-95-2020-21.pdf
"Deputy Manager (Administration), Class-2 (GWSSB)",45/2020-21,21-09-2021 12:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-45-2020-21.pdf
"Deputy Section Officer (Legal Side), Class-3",138/2020-21,20-09-2021 06:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-138-2020-21.pdf
"Additional Assistant Engineer (Civil), Class-3, Gandhinagar Municipal Corporation",96/2020-21,20-09-2021 06:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-96-2020-21.pdf
"Medical Officer, Gujarat Medical Service, Class-2 and Tutor of Various Subject, General State Service, Class-2",137/2020-21,20-09-2021 05:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-137-2020-21.pdf
"Estate Inspector, Class-3, Gandhinagar Municipal Corporation",103/2020-21,20-09-2021 04:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-103-2020-21.pdf
"Deputy Commissioner, Food and Drugs Control Administration, Class 1",117/2020-21,17-09-2021 05:04 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-117-2020-21.pdf
"Assistant Professor, Mathematics in Government Arts, Science & Commerce College, GES, Class-2",56/2020-21,17-09-2021 05:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-56-2020-21.pdf
"Town Planner, Class-1, Urban Development and Urban Housing Department",127/2020-21,15-09-2021 06:59 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-127-202021.pdf
"Assistant Director, Employees State Insurance Scheme, Class 1",119/2020-21,15-09-2021 06:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-119-202021.pdf
"Assistant Professor, Botany in Government Arts, Science & Commerce College, GES, Class-2",59/2020-21,15-09-2021 06:57 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-59-202021.pdf
"Assistant Professor, Immuno Haematology and Blood Transfusion, General State Service, Class-1",77/2020-21,15-09-2021 05:06 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-77-202021.pdf
"Additional Assistant Engineer (Mechanical), Class-3, Gandhinagar Municipal Corporation",97/2020-21,14-09-2021 05:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-97-202021-P12-c.pdf
"Office Superintendent, Class-2 (GWSSB)",46/2020-21,14-09-2021 05:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-46-202021r.pdf
"Assistant Entomoligst, Class-3, Gandhinagar Municipal Corporation",107/2020-21,13-09-2021 06:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-107-202021-1-2.pdf
"Assistant Professor, Hindi in Government Arts, Science & Commerce College, GES, Class-2",67/2020-21,13-09-2021 06:30 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-67-202021.pdf
"Professor, Paediatric Surgery, General State Service, Class-1",147/2020-21,11-09-2021 04:04 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-147-202021.pdf
"Agriculture Engineer, in the Gujarat Agriculture Service, Class-2 under the Agriculture, Farmers Welfare and Co-Operation Department",141/2020-21,11-09-2021 04:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-141-202021.pdf
"Chief Chemist, Gujarat Mining Service, Class-1",140/2020-21,11-09-2021 04:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-140-202021.pdf
"Associate Professor, Immuno Haematology and Blood Transfusion, General State Service, Class-1",10/2020-21,11-09-2021 04:02 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-10-202021.pdf
"Assistant Professor, Cardio Vascular & Thoracic Surgery, General State Service, Class-1",158/2020-21,11-09-2021 03:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-158-202021.pdf
"Deputy Director, Industrial Safety and Health, Class-1",124/2020-21,08-09-2021 06:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-124-2020-21.pdf
"Food Inspector/Food Safety Officer, Class-3, Gandhinagar Municipal Corporation",108/2020-21,08-09-2021 04:41 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-108-2020-21.pdf
"Lecturer (Homoeopathy) Community Medicine, General State Service, Class-2, Government Homoeopathy Colleges",142/2020-21,08-09-2021 04:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-142-2020-21.pdf
"Assistant Professor, Urology, General State Service, Class-1",159/2020-21,08-09-2021 04:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-159-2020-21.pdf
"Professor, Immuno Haematology and Blood Transfusion, General State Service, Class-1",4/2020-21,08-09-2021 04:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-04-2020-21.pdf
"Assistant Engineer (Civil), Class-2, Narmada Water Resources, Water Supply and Kalpsar Department",120/2020-21,06-09-2021 05:46 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-120-202021.pdf
"Horticultural Supervisor, Class-3, Gandhinagar Municipal Corporation",105/2020-21,06-09-2021 05:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-105-202021r.pdf
"Assistant Engineer (Electrical), Class-2, Gandhinagar Municipal Corporation",88/2020-21,06-09-2021 05:01 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-88-202021.pdf
"Assistant Engineer (Mechanical), Class-2, Gandhinagar Municipal Corporation",87/2020-21,06-09-2021 04:59 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-87-202021.pdf
"Lecturer (Homoeopathy) Repertory, Class-2, General State Service, Class-2, Government Homoeopathy Colleges",143/2020-21,03-09-2021 06:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-143-2020-21.pdf
"Assistant Professor, Economics in Government Arts, Science & Commerce College, GES, Class-2",63/2020-21,03-09-2021 06:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-63-2020-21.pdf
"Assistant Professor, Radiotherapy, General State Service, Class-1",154/2020-21,03-09-2021 06:10 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-154-2020-21.pdf
"Obstetrics and Gynaecologist, Class-1, Employees State Insurance Scheme",112/2020-21,03-09-2021 06:10 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-112-2020-21.pdf
"Assistant Professor, Cardiology, General State Service, Class-1",156/2020-21,03-09-2021 05:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-156-2020-21.pdf
"Assistant Professor,  OTO-RHINO-LARYNGOLOGY (E.N.T), General State Service, Class-1",155/2020-21,03-09-2021 05:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-155-2020-21.pdf
"Professor, Neuro Surgery, General State Service, Class-1",130/2020-21,03-09-2021 05:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-130-2020-21.pdf
"Associate Professor, Microbiology, General State Service, Class-1",9/2020-21,03-09-2021 05:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-09-2020-2021.pdf
"Assistant Professor, Paediatrics, General State Service, Class-1",152/2020-21,03-09-2021 03:20 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-152-2020-21.pdf
"Associate Professor, Orthopaedics, General State Service, Class-1",5/2020-21,03-09-2021 03:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-05-2020-21.pdf
"Assistant Geologist, Class-2, Commissioner of Geological Science and Minerals",29/2020-21,28-08-2021 08:38 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK292020211.pdf
"Assistant Professor, Accountancy in Government Arts, Science & Commerce College, GES, Class-2",65/2020-21,28-08-2021 08:22 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-65-202021.pdf
"Senior Town Planner, Class-1, Urban Development & Urban Housing Department",126/2020-21,26-08-2021 04:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-126-202021.pdf
"Zonal Officer, Class-2, Gandhinagar Municipal Corporation",92/2020-21,26-08-2021 04:41 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-92-202021.pdf
"Industries Officer (Technical ) and Manager (Raw Materials), Industries and Mines Department",14/2020-21,21-08-2021 05:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAk-14-2020-21.pdf
"Assistant Professor, Drama in Government Arts, Science & Commerce College, GES, Class-2",69/2020-21,21-08-2021 05:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAk-69-2020-21.pdf
"Assistant Professor, Zoology in Government Arts, Science & Commerce College, GES, Class-2",58/2020-21,21-08-2021 05:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAk-58-2020-21.pdf
"Assistant Professor, English in Government Arts, Science & Commerce College, GES, Class-2",60/2020-21,19-08-2021 03:28 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAk-60-2020-21.pdf
"Assistant Professor, Psychology in Government Arts, Science & Commerce College, GES, Class-2",62/2020-21,19-08-2021 03:28 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-62-2020-21.pdf
"Assistant Professor, Statistics in Government Arts, Science & Commerce College, GES, Class-2",57/2020-21,19-08-2021 03:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-57-2020-21.pdf
"Assistant (Sahayak), Class-3, (GMDC)",39/2020-21,13-08-2021 07:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK_39-2021-PAPER1-2.pdf
"Assistant Professor, Gujarati Method, in Government B.Ed. College, GES, Class-2",49/2020-21,11-08-2021 06:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-49-2020-21.pdf
"Assistant Professor, English Method, in Government B.Ed. College, GES, Class-2",48/2020-21,11-08-2021 06:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAk-48-2020-21.pdf
"Assistant Professor, Sanskrit Science Method, in Government B.Ed. College, GES, Class-2",52/2020-21,11-08-2021 06:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-52-2020-21.pdf
"Assistant Professor, Science/Mathematics Method, in Government B.Ed. College, GES, Class-2",53/2020-21,11-08-2021 06:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-53-2020-21.pdf
"Assistant Professor, Economics Method, in Government B.Ed. College, GES, Class-2",47/2020-21,11-08-2021 06:32 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-47-2020-21.pdf
"Assistant Professor, Hindi Method, in Government B.Ed. College, GES, Class-2",50/2020-21,11-08-2021 06:32 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-50-2020-21.pdf
"Assistant Professor, Sociology/Social Science Method, in Government B.Ed. College, GES, Class-2",51/2020-21,11-08-2021 06:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-51-2020-21.pdf
"State Tax Inspector, Class-3",139/2020-21,08-08-2021 08:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-139-202021.pdf
"Assistant Professor, Sanskrit in Government Arts, Science & Commerce College, GES, Class-2",68/2020-21,07-08-2021 07:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-68-202021.pdf
"Assistant Professor, Commerce in Government Arts, Science & Commerce College, GES, Class-2",66/2020-21,07-08-2021 07:49 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-66-202021.pdf
"Assistant Professor, Philosophy in Government Arts, Science & Commerce College, GES, Class-2",64/2020-21,06-08-2021 05:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-64-2020-21.pdf
"Assistant Professor, History in Government Arts, Science & Commerce College, GES, Class-2",61/2020-21,06-08-2021 05:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-61-2020-21.pdf
"Deputy Section Officer / Deputy Mamlatdar, Class-3",27/2020-21,03-08-2021 04:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-27-2020-21.pdf
"Gujarat Engineering Service, Class-1 and Class-2, Narmada and Water Resources, Water Supply and Kalpsar Department",71/2020-21,29-07-2021 06:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-71-2020-21.pdf
"Additional Assistant Engineer (Electrical), Class-3, Gandhinagar Municipal Corporation",98/2020-21,26-07-2021 07:08 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-98-202021r.pdf
"Assistant Professor, Physics in Government Arts, Science & Commerce College, GES, Class-2",55/2020-21,26-07-2021 07:07 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-55-202021.pdf
"Assistant Professor, Chemistry in Government Arts, Science & Commerce College, GES, Class-2",54/2020-21,26-07-2021 07:06 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-54-202021.pdf
"Security Supervisor (Sahayak), Class-3, (GMDC)",37/2020-21,26-07-2021 07:05 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-37-202021r.pdf
"Assistant Inspector of Motor Vehicle, Class-3, Ports and Transport Department",129/2019-20,26-07-2021 07:04 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-129-201920.pdf
"Accounts Officer, Class-1, Gujarat Accounts Service",25/2020-21,26-07-2021 05:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-25-2020-21.pdf
"Pathologist, Class-1, Employees State Insurance Scheme",114/2020-21,22-07-2021 09:28 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/114-202021-PAK.pdf
"Assistant Professor, Paediatric Surgery, General State Service, Class-1",73/2020-21,22-07-2021 09:28 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/73-202021-PAK.pdf
"Superintending Archaeologist, Class-2, General State Service, Sports, Youth and Cultural Activities Department",21/2020-21,22-07-2021 09:27 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/21-202021-PAK.pdf
"Assistant Professor, Prosthodontics and Crown and Bridge, Class-1 (Dental)",127/2019-20,22-07-2021 09:23 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/127-201920-PAK.pdf
"Administrative Officer, GSS, Commissionerate of Fisheries, Class-2",22/2020-21,19-07-2021 06:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-22-2020-21.pdf
"Electronic Data Processing (EDP) Manager, Class-3, Gandhinagar Municipal Corporation",101/2020-21,19-07-2021 06:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-101-2020-21.pdf
"Deputy Auditor/Deputy Accountant, Class-3, Gandhinagar Municipal Corporation",106/2020-21,19-07-2021 06:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-106-2020-21.pdf
"Assistant Director (Boilers), Boiler Inspection Service, Class-2",23/2020-21,16-07-2021 06:22 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAk-23-2020-21.pdf
"Director, Libraries, Class-1, Gujarat Libraries Service",17/2020-21,16-07-2021 06:21 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-17-2020-21.pdf
"Assistant Director, Horticulture/Subject Matter Specialist, Class-2, Agriculture, Farmers Welfare and Co-operation",20/2020-21,16-07-2021 06:21 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-20-2020-21.pdf
"Assistant Director, Archaeology and Museum, Class-2, Sports, Youth and Cultural Activities",19/2020-21,14-07-2021 06:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-19-2020-21.pdf
"Professor, Urology, General State Service, Class-1",133/2020-21,14-07-2021 04:52 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-133-2020-21.pdf
"Professor, Burns and Plastic Surgery ,General State Service, Class-1",132/2020-21,14-07-2021 04:52 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-132-2020-21.pdf
"Additional Chief Town Planner, Class-1, Urban Development and Urban Housing Department",125/2020-21,14-07-2021 04:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-125-2020-21.pdf
"Assistant Professor, Obstetrics and Gynaecology, General State Service, Class-1 (Special Recruitment)",82/2020-21,14-07-2021 04:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-82-2020-21.pdf
"Assistant Professor, Obstetrics and Gynaecology, General State Service, Class-1",83/2020-21,09-07-2021 06:19 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-83-202021.pdf
"Assistant Professor, Dentistry, General State Service, Class-1",78/2020-21,09-07-2021 06:19 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAk-78-2020-21.pdf
"Associate Professor/Reader, (Homoeopathy) Repertory, General State Service, Class-1",85/2020-21,09-07-2021 06:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-85-202021.pdf
"Legal Officer, Class-2, Gandhinagar Municipal Corporation",94/2020-21,09-07-2021 06:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAk-94-202021.pdf
"Assistant Professor, Skin and V. D. (Dermatology, Venereology and Leprosy) General State Service, Class-1",79/2020-21,07-07-2021 07:37 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/FAK-79-202021.pdf
"Paediatrician, Gujarat Health and Medical Services (Specialist Services), Class 1",2/2020-21,07-07-2021 07:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/FAK-02-202021.pdf
"Radiologist, Gujarat Health and Medical Services (Specialist Service), Class 1",1/2020-21,07-07-2021 07:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/FAK-01-202021.pdf
"Legal Assistant (Sahayak), Class-3, (GMDC)",38/2020-21,07-07-2021 03:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-38-2020-21.pdf
"Electrical Supervisor (Mines) (Sahayak), Class-3, (GMDC)",40/2020-21,07-07-2021 03:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-40-2020-21.pdf
"Assistant Librarian, Class-3",28/2020-21,07-07-2021 03:49 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-28-2020-21.pdf
"Assistant Manager (Geology), Class-2 (GMDC)",32/2020-21,06-07-2021 07:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-32-2020-21.pdf
"Physician, Employees State Insurance Scheme, Class-1",31/2020-21,06-07-2021 07:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-31-2020-21.pdf
"Assistant Manager (Public Relation), Class-2 (GMDC)",33/2020-21,06-07-2021 07:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-33-2020-21.pdf
"Management Executive (Metal), Class-2, (GMDC)",34/2020-21,06-07-2021 07:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-34-2020-21.pdf
"Assistant Director, Class-1, Industries and Mines",30/2020-21,06-07-2021 07:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-30-2020-21.pdf
